1	250	
0	10	
1	564	
0	1	
1	64	
0	10	
1	628	
0	10	
1	628	
0	11	
1	628	
0	10	
1	628	
0	10	
1	628	
0	10	
1	628	
0	12	
1	626	
0	12	
1	626	
0	12	
1	626	
0	12	
1	626	
0	13	
1	627	
0	11	
1	627	
0	12	
1	494	
0	2	
1	130	
0	12	
1	496	
0	2	
1	42	
0	4	
1	84	
0	12	
1	538	
0	1	
1	3	
0	4	
1	81	
0	11	
1	545	
0	1	
1	80	
0	13	
1	625	
0	15	
1	623	
0	16	
1	622	
0	17	
1	622	
0	15	
1	623	
0	15	
1	624	
0	15	
1	623	
0	15	
1	624	
0	15	
1	625	
0	13	
1	626	
0	12	
1	627	
0	11	
1	627	
0	11	
1	628	
0	10	
1	629	
0	9	
1	629	
0	9	
1	629	
0	10	
1	628	
0	11	
1	627	
0	11	
1	628	
0	10	
1	629	
0	9	
1	628	
0	11	
1	627	
0	12	
1	627	
0	13	
1	624	
0	15	
1	623	
0	16	
1	622	
0	17	
1	622	
0	17	
1	621	
0	18	
1	620	
0	18	
1	619	
0	20	
1	617	
0	21	
1	617	
0	21	
1	617	
0	20	
1	618	
0	21	
1	618	
0	20	
1	618	
0	21	
1	617	
0	22	
1	482	
0	4	
1	132	
0	21	
1	473	
0	3	
1	1	
0	6	
1	134	
0	23	
1	474	
0	1	
1	2	
0	3	
1	135	
0	24	
1	614	
0	25	
1	615	
0	19	
1	619	
0	18	
1	621	
0	17	
1	621	
0	17	
1	620	
0	19	
1	621	
0	18	
1	621	
0	18	
1	620	
0	18	
1	619	
0	20	
1	618	
0	21	
1	618	
0	22	
1	616	
0	23	
1	615	
0	24	
1	614	
0	14	
1	625	
0	12	
1	627	
0	11	
1	627	
0	10	
1	628	
0	11	
1	627	
0	11	
1	628	
0	11	
1	628	
0	11	
1	625	
0	14	
1	625	
0	14	
1	624	
0	15	
1	623	
0	15	
1	623	
0	14	
1	624	
0	14	
1	624	
0	14	
1	625	
0	13	
1	625	
0	14	
1	624	
0	15	
1	624	
0	15	
1	623	
0	16	
1	623	
0	16	
1	623	
0	16	
1	623	
0	15	
1	624	
0	12	
1	626	
0	12	
1	627	
0	11	
1	628	
0	11	
1	579	
0	1	
1	47	
0	11	
1	580	
0	5	
1	42	
0	12	
1	579	
0	8	
1	39	
0	12	
1	579	
0	10	
1	38	
0	11	
1	580	
0	8	
1	39	
0	12	
1	581	
0	11	
1	35	
0	12	
1	581	
0	11	
1	35	
0	13	
1	581	
0	11	
1	33	
0	13	
1	582	
0	11	
1	33	
0	12	
1	584	
0	11	
1	32	
0	12	
1	586	
0	9	
1	31	
0	13	
1	588	
0	8	
1	29	
0	14	
1	589	
0	8	
1	26	
0	16	
1	590	
0	2	
1	29	
0	1	
1	1	
0	16	
1	621	
0	18	
1	621	
0	17	
1	621	
0	16	
1	622	
0	17	
1	610	
0	28	
1	611	
0	27	
1	613	
0	26	
1	614	
0	24	
1	616	
0	22	
1	617	
0	22	
1	618	
0	20	
1	620	
0	19	
1	621	
0	18	
1	621	
0	18	
1	621	
0	18	
1	622	
0	17	
1	623	
0	16	
1	583	
0	1	
1	38	
0	16	
1	583	
0	3	
1	37	
0	16	
1	583	
0	4	
1	35	
0	17	
1	583	
0	5	
1	34	
0	17	
1	583	
0	6	
1	33	
0	17	
1	582	
0	8	
1	33	
0	16	
1	582	
0	9	
1	30	
0	18	
1	581	
0	11	
1	30	
0	17	
1	581	
0	12	
1	29	
0	17	
1	581	
0	13	
1	28	
0	17	
1	580	
0	15	
1	27	
0	18	
1	579	
0	16	
1	26	
0	18	
1	579	
0	17	
1	25	
0	18	
1	579	
0	18	
1	25	
0	17	
1	578	
0	20	
1	23	
0	18	
1	577	
0	22	
1	22	
0	18	
1	577	
0	23	
1	22	
0	16	
1	577	
0	25	
1	21	
0	15	
1	578	
0	26	
1	20	
0	15	
1	577	
0	28	
1	19	
0	15	
1	576	
0	28	
1	20	
0	15	
1	575	
0	28	
1	21	
0	15	
1	573	
0	30	
1	20	
0	17	
1	572	
0	27	
1	23	
0	18	
1	568	
0	30	
1	23	
0	18	
1	566	
0	32	
1	22	
0	19	
1	566	
0	32	
1	22	
0	20	
1	565	
0	32	
1	22	
0	20	
1	565	
0	30	
1	24	
0	21	
1	561	
0	33	
1	24	
0	21	
1	561	
0	31	
1	23	
0	25	
1	559	
0	19	
1	37	
0	25	
1	559	
0	18	
1	37	
0	26	
1	558	
0	17	
1	39	
0	25	
1	555	
0	19	
1	39	
0	27	
1	553	
0	18	
1	42	
0	27	
1	551	
0	17	
1	45	
0	28	
1	546	
0	20	
1	46	
0	28	
1	544	
0	21	
1	47	
0	28	
1	542	
0	22	
1	48	
0	28	
1	540	
0	24	
1	48	
0	28	
1	538	
0	26	
1	48	
0	28	
1	536	
0	27	
1	49	
0	27	
1	536	
0	27	
1	51	
0	26	
1	533	
0	30	
1	51	
0	26	
1	531	
0	31	
1	53	
0	24	
1	486	
0	1	
1	45	
0	31	
1	52	
0	25	
1	486	
0	3	
1	40	
0	33	
1	53	
0	25	
1	486	
0	3	
1	40	
0	32	
1	54	
0	24	
1	487	
0	3	
1	39	
0	33	
1	55	
0	23	
1	487	
0	2	
1	40	
0	31	
1	57	
0	22	
1	488	
0	1	
1	40	
0	23	
1	6	
0	2	
1	57	
0	23	
1	529	
0	23	
1	65	
0	22	
1	530	
0	21	
1	67	
0	22	
1	530	
0	21	
1	66	
0	23	
1	529	
0	20	
1	70	
0	20	
1	530	
0	20	
1	72	
0	18	
1	530	
0	19	
1	75	
0	15	
1	530	
0	19	
1	78	
0	12	
1	531	
0	18	
1	80	
0	10	
1	532	
0	16	
1	83	
0	8	
1	532	
0	16	
1	85	
0	7	
1	532	
0	16	
1	87	
0	4	
1	533	
0	14	
1	89	
0	3	
1	532	
0	15	
1	90	
0	3	
1	532	
0	14	
1	91	
0	3	
1	531	
0	9	
1	97	
0	2	
1	532	
0	4	
1	102	
0	1	
1	531	
0	4	
1	104	
0	1	
1	530	
0	3	
1	106	
0	1	
1	529	
0	3	
1	107	
0	1	
1	528	
0	1	
1	1	
0	1	
1	108	
0	1	
1	528	
0	1	
1	638	
0	1	
1	638	
0	2	
1	638	
0	1	
1	112	
0	1	
1	639	
0	2	
1	638	
0	2	
1	638	
0	3	
1	637	
0	3	
1	637	
0	3	
1	637	
0	4	
1	636	
0	4	
1	466	
0	4	
1	166	
0	3	
1	637	
0	3	
1	637	
0	3	
1	6269	
0	2	
1	638	
0	3	
1	637	
0	3	
1	637	
0	2	
1	636	
0	3	
1	637	
0	3	
1	635	
0	3	
1	636	
0	3	
1	636	
0	3	
1	637	
0	2	
1	636	
0	3	
1	636	
0	3	
1	637	
0	3	
1	636	
0	3	
1	636	
0	4	
1	635	
0	4	
1	634	
0	5	
1	635	
0	3	
1	635	
0	4	
1	635	
0	4	
1	634	
0	5	
1	634	
0	5	
1	632	
0	2	
1	1	
0	4	
1	632	
0	3	
1	1	
0	4	
1	630	
0	9	
1	630	
0	10	
1	629	
0	10	
1	629	
0	8	
1	632	
0	6	
1	632	
0	7	
1	632	
0	6	
1	633	
0	7	
1	630	
0	9	
1	496	
0	4	
1	131	
0	9	
1	492	
0	8	
1	131	
0	8	
1	493	
0	7	
1	130	
0	9	
1	493	
0	7	
1	130	
0	10	
1	496	
0	2	
1	131	
0	10	
1	629	
0	10	
1	630	
0	10	
1	628	
0	11	
1	629	
0	11	
1	627	
0	1	
1	1	
0	8	
1	629	
0	8	
1	630	
0	7	
1	632	
0	6	
1	633	
0	6	
1	633	
0	6	
1	629	
0	10	
1	629	
0	10	
1	629	
0	11	
1	628	
0	11	
1	627	
0	12	
1	627	
0	13	
1	625	
0	14	
1	625	
0	15	
1	623	
0	16	
1	624	
0	16	
1	622	
0	17	
1	621	
0	19	
1	621	
0	18	
1	620	
0	19	
1	619	
0	20	
1	619	
0	20	
1	616	
0	24	
1	615	
0	24	
1	614	
0	26	
1	612	
0	27	
1	613	
0	26	
1	613	
0	26	
1	612	
0	25	
1	614	
0	25	
1	614	
0	24	
1	613	
0	24	
1	616	
0	22	
1	616	
0	22	
1	618	
0	21	
1	617	
0	20	
1	618	
0	19	
1	620	
0	18	
1	618	
0	21	
1	406	
0	7	
1	205	
0	22	
1	402	
0	16	
1	198	
0	23	
1	399	
0	21	
1	195	
0	22	
1	400	
0	23	
1	195	
0	21	
1	397	
0	25	
1	195	
0	22	
1	396	
0	25	
1	196	
0	22	
1	395	
0	24	
1	198	
0	23	
1	393	
0	22	
1	200	
0	24	
1	394	
0	19	
1	202	
0	25	
1	394	
0	16	
1	202	
0	27	
1	395	
0	14	
1	203	
0	27	
1	396	
0	12	
1	204	
0	26	
1	398	
0	11	
1	204	
0	26	
1	399	
0	10	
1	204	
0	25	
1	401	
0	9	
1	203	
0	23	
1	405	
0	9	
1	200	
0	23	
1	408	
0	9	
1	200	
0	19	
1	412	
0	8	
1	200	
0	17	
1	415	
0	8	
1	198	
0	17	
1	416	
0	8	
1	197	
0	17	
1	417	
0	9	
1	196	
0	17	
1	417	
0	9	
1	196	
0	17	
1	417	
0	10	
1	195	
0	17	
1	416	
0	11	
